song_id,mean_sim,sd_sim,scaled
AChangeIsGonnaCome_SamCooke,4.884091331511111,1.2530855478546237,0.5541660779656987
AnotherOneBitesTheDust_Queen,3.2467814111111113,1.3443468776047711,-0.844765444776768
BadDay_DanielPowter,4.6007653403863635,1.1212478948475009,0.31208994121339045
BetteDavisEyes_KimCarnes,4.646836136906977,1.451094371489059,0.35145322163301596
BlindingLights_TheWeeknd,4.7222000920000005,1.4361722450144048,0.4158448259008395
BlurredLines_RobinThicke,5.4088472840454545,1.2158394015781349,1.0025220273193194
BohemianRhapsody_Queen,2.846297971022222,1.4258800668822262,-1.1869419024505972
BridgeOverTroubledWater_SimonAndGarfunkel,4.109482200977777,1.2135351923775668,-0.1076665518900353
ComeAndGetYourLove_Redbone,4.464383504911111,1.5497423158037447,0.19556414093655744
CrazyInLove_BeyonceFtJayZ,3.3219833904888887,1.4694118132986889,-0.7805122339377959
Despacito_LuisFonsiDaddyYankee,5.2117046812325585,1.2310990898423748,0.8340817106057422
Dilemma_NellyKellyRowland,3.1077624669999997,1.6994678570131778,-0.963544413102994
Dreams_FleetwoodMac,3.2355667581136363,1.5185746114824064,-0.8543473396882416
EndlessLove_DianaRossLionelRichie,5.405515892386363,1.376605026320445,0.9996756579493926
EyeOfTheTiger_Survivor,5.609114517863636,0.9115347855057905,1.1736320553415323
Fallin_AliciaKeys,5.291384451222222,1.1609419767000266,0.9021607838310349
FlashdanceWhatAFeeling_IreneCara,6.0268697593636364,1.0296040647791345,1.53056568705279
GetUrFreakOn_MissyElliot,3.465817469177778,1.356153782495938,-0.6576191736713862
GimmeShelter_RollingStones,3.9838675811818183,1.466412292395981,-0.2149927515058946
GodOnlyKnows_TheBeachBoys,3.8282065751363636,1.1661158297983312,-0.34799083910411366
GoodGollyMissMolly_LittleRichard,3.7475151378409093,1.57413068782079,-0.416934289480589
Happy_PharellWilliams,5.545691599444445,1.0921191292759993,1.1194429743767902
HeatWaves_GlassAnimals,4.521991956288889,1.4583319628199058,0.2447852918039887
HeyYa_Outkast,2.8390572640222222,1.5093158786451764,-1.1931284240999422
HowDoILive_LeAnnRimes,5.711333966511111,1.0271671554863235,1.2609692217317365
IWalkTheLine_JohnnyCash,3.0080200881904764,1.6330435622954627,-1.0487651499540076
IWannaDanceWithSomebody_WhitneyHouston,2.4202203431333333,1.3439284116360157,-1.5509862518816955
IWantToHoldYourHand_TheBeatles,2.9349148148,1.3203420420971548,-1.1112269173631117
IWillAlwaysLoveYou_WhitneyHouston,6.769158456790698,0.47087297947421397,2.164783463948977
IllMakeLoveToYou_BoyzIIMen,4.564954663209303,1.2578216451262278,0.28149299403218375
Irreplaceable_Beyonce,4.392317806068182,1.5728121168798752,0.13399059486336878
ItsAllInTheGame_TommyEdwards,4.406681184822222,1.6452089488298367,0.14626278784391772
JoyToTheWorld_ThreeDogNight,5.244437510093023,1.3800949151509503,0.8620489180054579
Kiss_Prince,2.3149331282444443,1.3476787435481268,-1.6409445438425991
LeFreak_Chic,4.727564520837209,1.5685280594442512,0.420428239528509
LetsGetItOn_MarvinGaye,2.987999671681818,1.4045927802994214,-1.0658707641101557
Levitating_DuaLipa,3.76163650427907,1.4542044862388381,-0.4048688738812539
LikeAPrayer_Madonna,5.619981125533333,0.9505739843759407,1.1829165773645223
LikeARollingStone_BobDylan,4.05922039275,1.4278954203990137,-0.15061066836048112
LivinOnAPrayer_BonJovi,3.236873809409091,1.6020189599578007,-0.8532305839437908
MackTheKnife_BobbyDarin,2.236950544818182,1.1570445617876466,-1.7075735264320657
Mood_24kGoldnianndior,3.552329410636364,1.2738035996556474,-0.5837026350294532
MyGirl_TheTemptations,3.6343072095,1.5180523600598599,-0.513660106387493
NoOne_AliciaKeys,3.529239199311111,1.2122635157825903,-0.6034311079881889
NoScrubs_TLC,5.602524820377778,1.0253310522744528,1.168001761758475
OldTownRoad_LilNasX,5.2400907301111115,0.9878511134875655,0.8583349922157474
PartyRockAnthem_LMFAO,4.362465739863636,1.357383184483451,0.10848473558027599
Perfect_EdSheeran,5.6044921443409095,1.0093059512551694,1.1696826600863852
PokerFace_LadyGaga,4.028753235931818,1.4796547197209033,-0.1766420662957484
Respect_ArethaFranklin,2.2671398004186045,1.3452823803059568,-1.6817795696610451
RockWithYou_MichaelJackson,3.629045947911111,1.4582373875241892,-0.5181553730406708
SaveYourTears_TheWeekndArianaGrande,3.571277835866667,1.4533740187581985,-0.5675129393397553
ShapeofYou_EdSheeran,4.165807094488372,1.43213479291768,-0.05954208378210775
SmellsLikeTeenSpirit_Nirvana,6.2382046148666666,0.9581486761256223,1.7111319851823381
Smooth_SantanaRobThomas,5.708939399022222,1.1425189981670965,1.2589232829013397
SomebodyThatIUsedtoKnow_Gotye,5.606971964511111,0.9603255674833094,1.1718014395328444
StandByMe_BenEKing,3.483940268452381,1.4210219263417647,-0.6421348998209092
StayinAlive_BeeGees,5.149416021227273,1.239167776025908,0.7808617496777012
StrawberryFieldsForever_TheBeatles,3.035170877266667,1.4429200310534889,-1.025567284826106
Stronger_KanyeWest,2.4588484818444445,1.4431153924494131,-1.517982041600822
Superstition_StevieWonder,3.383519431159091,1.477513930327369,-0.7279353173713358
TheBattleOfNewOrleans_JohnnyHorton,3.0470611341818183,1.6376566660390373,-1.0154081481807673
TheBoyIsMine_BrandyMonica,5.935913996266667,0.9644747849540052,1.4528523094044326
TheSign_AceOfBase,5.011589674022727,1.3522965490070393,0.6631017462925247
TikTok_Kesha,3.576525813886364,1.6175841167304923,-0.5630290222810838
TossinAndTurnin_BobbyLewis,2.900244985488889,1.461898544240922,-1.140849114423742
UnbreakMyHeart_ToniBraxton,3.2524716042954545,1.682947873736751,-0.839903695319996
UptownFunk_MarkRonson,6.274419527511111,0.9087178679591212,1.7420743145852537
Weak_SWV,3.2793256216976743,1.6080078672650826,-0.8169593944346374
YouLightUpMyLife_DebbyBoone,6.485691953954546,0.7427942298972867,1.9225872727952695
